Session;N_Antagene;Type analyse;Tri;N° Animal 2020;Sexe;Assignation espèce;N_tube ANTAGENE;date_relev;trace_sour;date_creat;nom_maille;id_lot;cod_maille;observateur;commune;lieu-dit;altitude;X;Y;Informations supplémentaires
S04_2020;LOT166;lot;2-Douteux;S04-054;-;timidus;626169;2020/01/22 13:05:10.000;32;2020-04-20;millefonts;129871;millefonts_32;;;;;;;
S04_2020;LOT167;lot;3-Exploitable;S04-054;Femelle;timidus;626178;2020/01/22 12:14:41.000;32;2020-04-20;millefonts;129872;millefonts_32;;;;;;;
S04_2020;LOT168;lot;3-Exploitable;S04-055;Femelle;timidus;626258;2020/01/21 11:29:13.000;41;2020-04-20;sainte_marie;131151;sainte_marie_41;;;;;;;
S04_2020;LOT169;lot;3-Exploitable;S04-141;Mâle;timidus;626269;2020/01/21 13:13:58.000;41;2020-04-20;sainte_marie;131726;sainte_marie_41;;;;;;;
S04_2020;LOT170;lot;3-Exploitable;S04-142;Mâle;timidus;630670;2020/01/21 12:58:48.000;41;2020-04-20;sainte_marie;131728;sainte_marie_41;;;;;;;
S04_2020;LOT171;lot;3-Exploitable;S04-143;Femelle;europaeus;655656;2020/01/22 13:28:48.000;32;2020-04-20;millefonts;132194;millefonts_32;;;;;;;
S04_2020;LOT172;lot;3-Exploitable;S04-055;Femelle;timidus;626260;2020/01/21 13:25:08.000;41;2020-04-20;sainte_marie;132307;sainte_marie_41;;;;;;;
S04_2020;LOT173;lot;3-Exploitable;S04-144;Mâle;europaeus;630661;2020/01/21 11:11:29.000;41;2020-04-20;sainte_marie;132894;sainte_marie_41;;;;;;;
S04_2020;LOT174;lot;3-Exploitable;S04-056;Femelle;europaeus;630520;2020/03/10 09:55:46.000;10;2020-04-20;raton;151279;raton_10;;;;;;;
S04_2020;LOT175;lot;3-Exploitable;S04-056;Femelle;europaeus;630522;2020/03/10 12:04:38.000;10;2020-04-20;raton;154179;raton_10;;;;;;;
S04_2020;LOT223;lot;3-Exploitable;S04-002;Mâle;timidus;655669;2020-01-30 14:33:14;45;2020-04-20;barn;122327;barn_45;;;;;;;
S04_2020;LOT224;lot;3-Exploitable;S04-002;Mâle;timidus;626173;2020-01-30 10:47:10;45;2020-04-20;barn;122329;barn_45;;;;;;;
S04_2020;LOT227;lot;2-Douteux;S04-002;Mâle;timidus;655654;2020/01/23 09:35:29.000;46;2020-04-20;adus;124664;adus_46;;;;;;;
